Console output now writes to ColorDTest.txt and can be found at /home/pi/Chromostat/ColorDTest.txt

To change output to a file, press o
To return to this screen press h
To set gain value press g
To run color sensor press r
To run color sensor in manual mode press m
To reset file output, type reset
To view current settings, press v
To reset all settings, type resetAll
To set remove all unwanted lines from file, press c
To toggle light press l
To compete strains, type compete


Mode  Time  Red  Green  Blue
T     5783     145   1526   1425
T     5784     145   1526   1425
T     5785     145   1526   1425
T     5786     145   1527   1425
T     5787     145   1527   1426
T     5788     145   1527   1426
T     5789     146   1528   1427
T     5790     145   1527   1426
T     5791     146   1528   1426
T     5792     145   1527   1425
T     5793     145   1528   1426
T     5794     145   1527   1426
T     5795     145   1527   1425
T     5796     145   1527   1425
T     5797     145   1527   1426
T     5798     145   1527   1425
T     5799     145   1527   1426
T     5800     145   1527   1425
T     5801     145   1527   1425
T     5802     145   1527   1425
T     5803     144   1526   1426
T     5804     145   1527   1426
T     5805     145   1527   1426
T     5806     145   1527   1426
T     5807     144   1527   1425
T     5808     144   1527   1425
T     5809     145   1527   1426
T     5810     145   1527   1426
T     5811     145   1527   1426
T     5812     145   1527   1426
T     5813     145   1527   1426
T     5814     145   1527   1426
T     5815     145   1527   1425
T     5816     145   1527   1426
T     5817     145   1527   1426
T     5818     145   1527   1426
T     5819     144   1527   1426
T     5820     145   1528   1427
T     5821     145   1527   1426
T     5822     145   1527   1427
T     5823     145   1527   1426
T     5824     145   1528   1426
T     5825     145   1528   1426
T     5826     145   1527   1426
T     5827     144   1527   1426
T     5828     145   1527   1427
T     5829     145   1528   1427
T     5830     145   1527   1426
T     5831     145   1528   1427
T     5832     145   1527   1426
T     5833     145   1528   1427
T     5834     145   1528   1427
T     5835     145   1528   1427
T     5836     145   1528   1428
T     5837     145   1528   1427
T     5838     145   1527   1427
T     5839     145   1528   1427
T     5840     145   1528   1428
T     5841     145   1529   1428
T     5842     145   1528   1428
T     5843     146   1528   1428
T     5844     145   1528   1428
T     5845     145   1529   1427
T     5846     145   1527   1427
T     5847     145   1528   1428
T     5848     144   1527   1427
T     5849     145   1528   1428
T     5850     145   1528   1427
T     5851     145   1529   1428
T     5852     145   1528   1428
T     5853     145   1528   1428
T     5854     144   1527   1428
T     5855     144   1527   1426
T     5856     145   1528   1428
T     5857     145   1529   1429
T     5858     145   1528   1428
T     5859     145   1527   1428
T     5860     145   1528   1428
T     5861     145   1529   1429
T     5862     145   1529   1427
T     5863     145   1529   1429
T     5864     145   1528   1428
T     5865     146   1529   1429
T     5866     145   1528   1429
T     5867     146   1529   1428
T     5868     145   1528   1428
T     5869     145   1528   1428
T     5870     144   1528   1428
T     5871     145   1528   1428
T     5872     145   1529   1428
T     5873     144   1528   1427
T     5874     145   1528   1428
T     5875     145   1528   1428
T     5876     145   1529   1429
T     5877     144   1528   1429
T     5878     144   1528   1429
T     5879     145   1528   1429
T     5880     144   1528   1429
T     5881     144   1529   1428
T     5882     145   1529   1429
T     5883     144   1528   1428
T     5884     144   1529   1429
T     5885     144   1528   1429
T     5886     145   1529   1429
T     5887     144   1528   1429
T     5888     144   1528   1430
T     5889     144   1528   1429
T     5890     144   1528   1429
T     5891     144   1528   1429
T     5892     145   1529   1430
T     5893     144   1528   1429
T     5894     144   1527   1429
T     5895     144   1528   1429
T     5896     144   1528   1428
T     5897     144   1528   1429
T     5898     144   1528   1429
T     5899     144   1528   1429
T     5900     144   1528   1429
T     5901     144   1528   1429
T     5902     144   1528   1429
T     5903     144   1528   1430
T     5904     144   1529   1429
T     5905     144   1528   1430
T     5906     144   1528   1429
T     5907     144   1528   1430
T     5908     143   1528   1429
T     5909     144   1528   1430
T     5910     144   1528   1429
T     5911     144   1529   1429
T     5912     143   1528   1429
T     5913     144   1529   1429
T     5914     143   1528   1428
T     5915     143   1528   1429
T     5916     143   1527   1428
T     5917     144   1528   1429
T     5918     144   1528   1428
T     5919     144   1529   1428
T     5920     143   1528   1428
T     5921     144   1528   1428
T     5922     143   1528   1428
T     5923     144   1529   1428
T     5924     144   1528   1428
T     5925     144   1528   1428
T     5926     154   1541   1446
T     5927     153   1540   1446
T     5928     143   1528   1427
T     5929     143   1529   1428
T     5930     144   1529   1428
T     5931     143   1528   1427
T     5932     144   1529   1428
T     5933     144   1529   1427
T     5934     144   1529   1428
T     5935     144   1529   1427
T     5936     144   1530   1428
T     5937     144   1529   1427
T     5938     145   1530   1428
T     5939     144   1529   1427
T     5940     144   1529   1428
T     5941     144   1529   1428
T     5942     144   1530   1428
T     5943     144   1530   1428
T     5944     145   1530   1428
T     5945     144   1530   1428
T     5946     144   1529   1428
T     5947     144   1529   1428
T     5948     144   1529   1428
T     5949     144   1528   1428
T     5950     144   1529   1428
T     5951     143   1528   1428
T     5952     143   1530   1430
T     5953     142   1527   1428
T     5954     143   1529   1428
T     5955     143   1529   1428
T     5956     143   1528   1429
T     5957     143   1529   1428
T     5958     143   1529   1429
T     5959     143   1529   1428
T     5960     143   1529   1428
T     5961     143   1528   1428
T     5962     143   1528   1429
T     5963     143   1528   1428
T     5964     143   1529   1429
T     5965     143   1528   1430
T     5966     143   1528   1430
T     5967     143   1528   1429
T     5968     143   1529   1429
T     5969     143   1529   1429
T     5970     143   1528   1429
T     5971     143   1528   1428
T     5972     143   1528   1429
T     5973     142   1528   1429
T     5974     143   1529   1429
T     5975     143   1529   1429
T     5976     143   1529   1429
T     5977     143   1528   1429
T     5978     143   1529   1429
T     5979     143   1528   1429
T     5980     143   1529   1429
T     5981     142   1528   1429
T     5982     143   1529   1429
T     5983     143   1528   1429
T     5984     143   1529   1430
T     5985     143   1529   1429
T     5986     143   1528   1430
T     5987     143   1529   1429
T     5988     143   1529   1430
T     5989     143   1528   1430
T     5990     144   1530   1431
T     5991     143   1529   1430
T     5992     143   1529   1430
T     5993     143   1528   1430
T     5994     143   1529   1430
T     5995     142   1529   1430
T     5996     144   1530   1431
T     5997     143   1529   1430
T     5998     143   1529   1429
T     5999     143   1528   1430
T     6000     143   1529   1430
T     6001     143   1529   1430
T     6002     142   1529   1430
T     6003     143   1529   1430
T     6004     143   1529   1430
T     6005     143   1529   1430
T     6006     143   1529   1430
T     6007     143   1529   1430
T     6008     143   1529   1430
T     6009     142   1529   1430
T     6010     143   1530   1429
T     6011     143   1528   1430
T     6012     143   1529   1430
T     6013     143   1529   1430
T     6014     143   1529   1430
T     6015     143   1529   1429
T     6016     143   1530   1430
T     6017     143   1530   1429
T     6018     143   1529   1429
T     6019     143   1529   1430
T     6020     143   1529   1430
T     6021     143   1529   1430
T     6022     143   1529   1431
T     6023     143   1529   1430
T     6024     143   1530   1430
T     6025     143   1529   1430
T     6026     143   1530   1430
T     6027     143   1530   1430
T     6028     143   1530   1430
T     6029     143   1530   1430
T     6030     143   1530   1429
T     6031     142   1529   1430
T     6032     143   1530   1429
T     6033     143   1530   1429
T     6034     143   1530   1431
T     6035     142   1529   1429
T     6036     143   1530   1430
T     6037     143   1530   1430
T     6038     143   1529   1430
T     6039     143   1530   1430
T     6040     143   1530   1431
T     6041     143   1529   1430
T     6042     143   1530   1431
T     6043     143   1530   1431
T     6044     143   1530   1430
T     6045     143   1530   1430
T     6046     143   1530   1431
T     6047     143   1530   1430
T     6048     144   1531   1431
T     6049     143   1530   1430
T     6050     143   1530   1431
T     6051     143   1530   1430
T     6052     143   1530   1430
T     6053     143   1530   1431
T     6054     144   1531   1431
T     6055     143   1530   1431
T     6056     143   1530   1431
T     6057     143   1530   1430
T     6058     143   1530   1431
T     6059     143   1530   1431
T     6060     143   1531   1430
T     6061     143   1531   1430
T     6062     143   1530   1431
T     6063     143   1530   1431
T     6064     143   1531   1431
T     6065     143   1530   1432
T     6066     143   1530   1431
T     6067     142   1529   1431
T     6068     143   1530   1431
T     6069     143   1531   1430
T     6070     143   1530   1431
T     6071     142   1530   1430
T     6072     143   1530   1431
T     6073     143   1530   1432
T     6074     143   1530   1431
T     6075     143   1531   1431
T     6076     143   1530   1431
T     6077     142   1529   1431
T     6078     143   1530   1431
T     6079     142   1530   1431
T     6080     142   1530   1432
T     6081     143   1530   1431
T     6082     142   1530   1431
T     6083     143   1530   1431
